Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),ENA Express support,On-Demand Linux pricing,On-Demand Ubuntu Pro pricing,On-Demand SUSE pricing,On-Demand Windows pricing,On-Demand RHEL pricing,On-Demand ap-southeast-2-akl-1 SUSE pricing,On-Demand ap-southeast-2-akl-1 Windows pricing,On-Demand ap-southeast-2-akl-1 RHEL pricing,On-Demand ap-southeast-2-akl-1 Linux pricing,On-Demand ap-southeast-2-akl-1 Ubuntu Pro pricing,On-Demand ap-southeast-2-per-1 SUSE pricing,On-Demand ap-southeast-2-per-1 Ubuntu Pro pricing,On-Demand ap-southeast-2-per-1 RHEL pricing,On-Demand ap-southeast-2-per-1 Windows pricing,On-Demand ap-southeast-2-per-1 Linux pricing
m6idn.4xlarge,m6idn,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.5,64,950,true,ssd,1,supported,default,Up to 50 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,12500,50000,1562.5,25000,100000,3125,false,1.60992 USD per Hour,1.63792 USD per Hour,1.73492 USD per Hour,2.34592 USD per Hour,1.78272 USD per Hour,,,,,,,,,,
m6gd.medium,m6gd,medium,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.5,4,59,true,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,315,2500,39.375,4750,20000,593.75,false,0.057 USD per Hour,0.0588 USD per Hour,0.088 USD per Hour,,0.0714 USD per Hour,,,,,,,,,,
r5b.12xlarge,r5b,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,0,-,-,0,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,30000,130000,3750,30000,130000,3750,false,4.344 USD per Hour,4.428 USD per Hour,4.469 USD per Hour,6.552 USD per Hour,4.8624 USD per Hour,,,,,,,,,,
d2.8xlarge,d2,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,36,x86_64,18,"2,4,6,8,10,12,14,16,18",2,"1,2",2.4,244,49152,true,hdd,24,supported,default,10 Gigabit,unsupported,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,"ebs, instance-store",true,-,-,false,4000,32000,500,4000,32000,500,false,6.96 USD per Hour,7.023 USD per Hour,7.06 USD per Hour,7.638 USD per Hour,7.349 USD per Hour,,,,,,,,,,
m5.12xlarge,m5,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,192,0,-,-,0,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,9500,40000,1187.5,9500,40000,1187.5,false,2.88 USD per Hour,2.964 USD per Hour,2.98 USD per Hour,5.088 USD per Hour,3.398 USD per Hour,,,,,,,,,,
c7g.16xlarge,c7g,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,128,0,-,-,0,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,20000,80000,2500,20000,80000,2500,true,3.0195 USD per Hour,3.1315 USD per Hour,3.1445 USD per Hour,,3.7107 USD per Hour,,,,,,,,,,
g4dn.metal,g4dn,metal,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,96,x86_64,48,-,2,-,2.5,384,1800,true,ssd,2,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",8,0,-,unsupported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,false,10.174 USD per Hour,10.342 USD per Hour,10.299 USD per Hour,14.59 USD per Hour,11.211 USD per Hour,,,,,,,,,,
r6idn.xlarge,r6idn,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,237,true,ssd,1,supported,default,Up to 30 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,3125,12500,390.625,25000,100000,3125,false,0.47736 USD per Hour,0.48436 USD per Hour,0.53366 USD per Hour,0.66136 USD per Hour,0.53496 USD per Hour,,,,,,,,,,
m5d.metal,m5d,metal,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,96,x86_64,48,-,2,-,3.1,384,3600,true,ssd,4,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,false,6.816 USD per Hour,6.984 USD per Hour,6.916 USD per Hour,11.232 USD per Hour,7.853 USD per Hour,,,,,,,,,,
r7gd.8xlarge,r7gd,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.6,256,1900,true,ssd,1,supported,default,15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,10000,40000,1250,10000,40000,1250,false,2.5056 USD per Hour,2.5616 USD per Hour,2.6306 USD per Hour,,2.8512 USD per Hour,,,,,,,,,,
r6gd.large,r6gd,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,16,118,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,630,3600,78.75,4750,20000,593.75,false,0.139 USD per Hour,0.1425 USD per Hour,0.1953 USD per Hour,,0.1678 USD per Hour,,,,,,,,,,
m8g.metal-48xl,m8g,metal-48xl,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,192,arm64,192,-,1,-,2.7,768,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,true,10.7712 USD per Hour,11.1072 USD per Hour,10.8962 USD per Hour,,12.6144 USD per Hour,,,,,,,,,,
r5ad.12xlarge,r5ad,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.2,384,1800,true,ssd,2,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,6780,30000,847.5,6780,30000,847.5,false,3.816 USD per Hour,3.9 USD per Hour,3.941 USD per Hour,6.024 USD per Hour,4.334 USD per Hour,,,,,,,,,,
c7i-flex.2xlarge,c7i-flex,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.2,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,1250,6000,156.25,10000,40000,1250,false,0.44289 USD per Hour,0.45689 USD per Hour,0.56789 USD per Hour,0.79249 USD per Hour,0.55809 USD per Hour,,,,,,,,,,
m5zn.6xlarge,m5zn,6xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",4.5,96,0,-,-,0,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,9500,40000,1187.5,9500,40000,1187.5,false,2.478 USD per Hour,2.52 USD per Hour,2.603 USD per Hour,3.582 USD per Hour,2.7372 USD per Hour,,,,,,,,,,
m7a.xlarge,m7a,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,4,"1,2,3,4",1,1,3.7,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,false,0.2898 USD per Hour,0.2968 USD per Hour,0.3461 USD per Hour,0.4738 USD per Hour,0.3474 USD per Hour,,,,,,,,,,
m6idn.12xlarge,m6idn,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.5,192,2850,true,ssd,2,supported,default,75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,37500,150000,4687.5,37500,150000,4687.5,true,4.82976 USD per Hour,4.91376 USD per Hour,4.95476 USD per Hour,7.03776 USD per Hour,5.34816 USD per Hour,,,,,,,,,,
m5zn.large,m5zn,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",4.5,8,0,-,-,0,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,800,3333,100,3170,13333,396.25,false,0.2065 USD per Hour,0.21 USD per Hour,0.2628 USD per Hour,0.2985 USD per Hour,0.2353 USD per Hour,,,,,,,,,,
c5n.large,c5n,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.4,5.3,0,-,-,0,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,650,4000,81.25,4750,20000,593.75,false,0.141 USD per Hour,0.145 USD per Hour,0.197 USD per Hour,0.233 USD per Hour,0.17 USD per Hour,,,,,,,,,,
m7g.large,m7g,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.6,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,630,3600,78.75,10000,40000,1250,false,0.102 USD per Hour,0.1055 USD per Hour,0.1583 USD per Hour,,0.1308 USD per Hour,,,,,,,,,,
m5ad.large,m5ad,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,8,75,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,650,3600,81.25,2880,16000,360,false,0.13 USD per Hour,0.134 USD per Hour,0.186 USD per Hour,0.222 USD per Hour,0.159 USD per Hour,,,,,,,,,,
t3.2xlarge,t3,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,32,0,-,-,0,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,true,true,true,true,695,4000,86.875,2780,15700,347.5,false,0.4224 USD per Hour,0.4364 USD per Hour,0.5474 USD per Hour,0.5696 USD per Hour,0.5376 USD per Hour,,,,,,,,,,
r6idn.8xlarge,r6idn,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.5,256,1900,true,ssd,1,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,25000,100000,3125,25000,100000,3125,true,3.81888 USD per Hour,3.87488 USD per Hour,3.94388 USD per Hour,5.29088 USD per Hour,4.16448 USD per Hour,,,,,,,,,,
r6id.xlarge,r6id,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,1250,6000,156.25,10000,40000,1250,false,0.348 USD per Hour,0.355 USD per Hour,0.4043 USD per Hour,0.532 USD per Hour,0.4056 USD per Hour,,,,,,,,,,
c6in.12xlarge,c6in,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.5,96,0,-,-,0,supported,default,75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,37500,150000,4687.5,37500,150000,4687.5,true,3.5532 USD per Hour,,3.6782 USD per Hour,5.7612 USD per Hour,4.0716 USD per Hour,,,,,,,,,,
c6i.24xlarge,c6i,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,192,0,-,-,0,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,true,5.328 USD per Hour,5.496 USD per Hour,5.453 USD per Hour,9.744 USD per Hour,6.3648 USD per Hour,,,,,,,,,,
im4gn.8xlarge,im4gn,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,128,15000,true,ssd,2,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,20000,80000,2500,20000,80000,2500,true,3.48867 USD per Hour,3.54467 USD per Hour,3.61367 USD per Hour,,3.83427 USD per Hour,,,,,,,,,,
m6in.24xlarge,m6in,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,384,0,-,-,0,supported,default,150 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,75000,300000,9375,75000,300000,9375,true,8.424 USD per Hour,8.592 USD per Hour,8.549 USD per Hour,12.84 USD per Hour,9.4608 USD per Hour,,,,,,,,,,
c5ad.12xlarge,c5ad,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,8,12,16,20,24",2,"1,2",3.3,96,1800,true,ssd,2,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,4750,20000,593.75,4750,20000,593.75,false,2.712 USD per Hour,2.796 USD per Hour,2.837 USD per Hour,4.92 USD per Hour,3.23 USD per Hour,,,,,,,,,,
c7i.8xlarge,c7i,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.2,64,0,-,-,0,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,false,1.8648 USD per Hour,1.9208 USD per Hour,1.9898 USD per Hour,3.3368 USD per Hour,2.2104 USD per Hour,,,,,,,,,,
r6idn.24xlarge,r6idn,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,5700,true,ssd,4,supported,default,150 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,75000,300000,9375,75000,300000,9375,true,11.45664 USD per Hour,11.62464 USD per Hour,11.58164 USD per Hour,15.87264 USD per Hour,12.49344 USD per Hour,,,,,,,,,,
r7gd.16xlarge,r7gd,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,512,3800,true,ssd,2,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,true,5.0112 USD per Hour,5.1232 USD per Hour,5.1362 USD per Hour,,5.7024 USD per Hour,,,,,,,,,,
c5ad.4xlarge,c5ad,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,8",2,"1,2",3.3,32,600,true,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,1580,6600,197.5,3170,13300,396.25,false,0.904 USD per Hour,0.932 USD per Hour,1.029 USD per Hour,1.64 USD per Hour,1.077 USD per Hour,,,,,,,,,,
a1.medium,a1,medium,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.3,2,0,-,-,0,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,300,2500,37.5,3500,20000,437.5,false,0.0333 USD per Hour,,0.0643 USD per Hour,,0.0477 USD per Hour,,,,,,,,,,
c7g.4xlarge,c7g,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.6,32,0,-,-,0,supported,default,Up to 15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,false,0.7549 USD per Hour,0.7829 USD per Hour,0.8799 USD per Hour,,0.9277 USD per Hour,,,,,,,,,,
m5d.16xlarge,m5d,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,256,2400,true,ssd,4,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,13600,60000,1700,13600,60000,1700,false,4.544 USD per Hour,4.656 USD per Hour,4.644 USD per Hour,7.488 USD per Hour,5.235 USD per Hour,,,,,,,,,,
i4g.xlarge,i4g,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,32,937,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,5000,156.25,10000,40000,1250,false,0.37026 USD per Hour,0.37726 USD per Hour,0.42656 USD per Hour,,0.42786 USD per Hour,,,,,,,,,,
c6g.16xlarge,c6g,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,128,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,19000,80000,2375,19000,80000,2375,false,2.8416 USD per Hour,2.9536 USD per Hour,2.9666 USD per Hour,,3.5328 USD per Hour,,,,,,,,,,
x2iedn.xlarge,x2iedn,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,128,118,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,2500,8125,312.5,20000,65000,2500,false,1.20881 USD per Hour,1.21581 USD per Hour,1.26511 USD per Hour,1.39281 USD per Hour,1.26641 USD per Hour,,,,,,,,,,
r4.16xlarge,r4,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,488,0,-,-,0,supported,default,25 Gigabit,supported,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,14000,75000,1750,14000,75000,1750,false,5.1072 USD per Hour,5.232 USD per Hour,5.2072 USD per Hour,8.0512 USD per Hour,5.8112 USD per Hour,,,,,,,,,,
c6gn.4xlarge,c6gn,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,32,0,-,-,0,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,9500,40000,1187.5,9500,40000,1187.5,true,0.904 USD per Hour,0.932 USD per Hour,1.029 USD per Hour,,1.0768 USD per Hour,,,,,,,,,,
c6gn.xlarge,c6gn,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,8,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2375,10000,296.88,9500,40000,1187.5,false,0.226 USD per Hour,0.233 USD per Hour,0.2823 USD per Hour,,0.2836 USD per Hour,,,,,,,,,,
r8g.large,r8g,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.8,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,630,3600,78.75,10000,40000,1250,false,0.1412 USD per Hour,0.1447 USD per Hour,0.1975 USD per Hour,,0.17 USD per Hour,,,,,,,,,,
r6id.4xlarge,r6id,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,128,950,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,5000,20000,625,10000,40000,1250,false,1.392 USD per Hour,1.42 USD per Hour,1.517 USD per Hour,2.128 USD per Hour,1.5648 USD per Hour,,,,,,,,,,
inf2.8xlarge,inf2,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b",false,false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",3.6,128,0,-,-,0,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,supported,ebs,-,-,-,true,10000,40000,1250,10000,40000,1250,false,2.55822 USD per Hour,,,,2.90382 USD per Hour,,,,,,,,,,
i7ie.12xlarge,i7ie,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.6,384,30000,true,ssd,4,supported,default,Up to 50 Gigabit,required,8,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,true,7.4796 USD per Hour,7.5636 USD per Hour,7.6046 USD per Hour,9.6876 USD per Hour,7.998 USD per Hour,,,,,,,,,,
c8g.24xlarge,c8g,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,arm64,96,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96",1,1,2.8,192,0,-,-,0,supported,default,40 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,true,4.9824 USD per Hour,5.1504 USD per Hour,5.1074 USD per Hour,,6.0192 USD per Hour,,,,,,,,,,
r5a.large,r5a,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.5,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,650,3600,81.25,2880,16000,360,false,0.136 USD per Hour,0.14 USD per Hour,0.192 USD per Hour,0.228 USD per Hour,0.165 USD per Hour,,,,,,,,,,
c6id.24xlarge,c6id,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,192,5700,true,ssd,4,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,true,6.3504 USD per Hour,6.5184 USD per Hour,6.4754 USD per Hour,10.7664 USD per Hour,7.3872 USD per Hour,,,,,,,,,,
